cwe_id,cwe_name,cwe_description,category,category_description,mitigation,applicable_languages,Reason_tag,Additional_tags
1105,Insufficient Encapsulation of Machine-Dependent Functionality,"The product or code uses machine-dependent functionality, but
					it does not sufficiently encapsulate or isolate this functionality from
					the rest of the code.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Encapsulate machine-dependent code within specific modules or interfaces to isolate it from the rest of the application. Use abstraction to minimize dependency on specific hardware or platforms.,Language-agnostic,"This CWE is related to improper encapsulation of machine-dependent functionality, which is a fundamental issue in software design and falls under code quality and maintainability concerns. It is not tied to a specific programming language, but rather to the principles of encapsulation and modularity, which are key aspects of language basics.",[]
1106,Insufficient Use of Symbolic Constants,"The source code uses literal constants that may need to change
					or evolve over time, instead of using symbolic constants.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Use symbolic constants instead of literal values to enhance code maintainability and facilitate future updates.,Language-agnostic,The use of literal constants instead of symbolic constants is a code quality issue that affects maintainability and adherence to coding standards across all programming languages.,[]
1107,Insufficient Isolation of Symbolic Constant Definitions,"The source code uses symbolic constants, but it does not
					sufficiently place the definitions of these constants into a more centralized or
					isolated location.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Centralize the definition of symbolic constants in a dedicated and well-documented location to improve code maintainability and clarity.,Language-agnostic,"This issue pertains to the organization and management of symbolic constant definitions, which are part of language basics and code quality, applicable across different programming languages.",[]
1108,Excessive Reliance on Global Variables,"The code is structured in a way that relies too much on using
					or setting global variables throughout various points in the code, instead of
					preserving the associated information in a narrower, more local
					context.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.","Minimize the use of global variables by encapsulating data within classes or functions. Use local variables, and pass data as function parameters to improve modularity and maintainability.",Language-agnostic,"Excessive reliance on global variables affects code quality, maintainability, and complexity, which are key concerns under language basics. It is not specific to any programming language but rather a general programming practice issue.",[]
1109,Use of Same Variable for Multiple Purposes,"The code contains a callable, block, or other code element in
					which the same variable is used to control more than one unique task or store
					more than one instance of data.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.","Ensure that each variable has a single, clear purpose. Use descriptive names and consider using separate variables for distinct purposes to enhance readability and maintainability.",Language-agnostic,"The misuse of variables for multiple purposes impacts the clarity, maintainability, and complexity of the code, which are core concerns of language basics. This issue is independent of any specific programming language and pertains to basic programming principles.",[]
111,Direct Use of Unsafe JNI,"When a Java application uses the Java Native Interface (JNI) to call code written in another programming language, it can expose the application to weaknesses in that code, even if those weaknesses cannot occur in Java.",Java Language specific weakness,Java Language specific weakness.,"Ensure that all native code accessed through JNI is thoroughly reviewed for security vulnerabilities, and use safe coding practices to minimize risk exposure. Consider using wrapper libraries that provide safer abstractions over JNI.",['Java'],"This CWE is specifically related to the use of the Java Native Interface (JNI), which is a mechanism that allows Java code to interact with code written in other languages, such as C or C++. Therefore, the issue primarily concerns Java applications.","['C Language specific weakness', 'CPP Language specific weakness', 'Memory & Resource Management']"
1110,Incomplete Design Documentation,"The product's design documentation does not adequately describe
					control flow, data flow, system initialization, relationships between tasks,
					components, rationales, or other important aspects of the
					design.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure comprehensive design documentation is created, covering all control flows, data flows, component interactions, and system initialization processes. This should be updated regularly to reflect any design changes.",Language-agnostic,"The CWE involves documentation issues that impact code quality, maintainability, and the understanding of the system's structure and flow, which are essential aspects of language basics.",[]
1111,Incomplete I/O Documentation,"The product's documentation does not adequately define inputs,
					outputs, or system/software interfaces.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.","Ensure comprehensive documentation of all I/O operations, including precise definitions of expected inputs, outputs, and interfaces, to facilitate correct usage and integration.",Language-agnostic,The weakness involves inadequate documentation of input/output operations which falls under file and I/O handling since these operations deal with how data is read from or written to systems.,"[{'category': 'Language Basics', 'category_description': 'This weakness also relates to code quality and maintainability, which are fundamental across all languages, because good documentation is a key component of these attributes.'}]"
1112,Incomplete Documentation of Program Execution,"The document does not fully define all mechanisms that are used
					to control or influence how product-specific programs are
					executed.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure comprehensive documentation of all program execution mechanisms, including control flow and influencing factors, is maintained and regularly updated.",Language-agnostic,"Incomplete documentation is a code quality issue that affects maintainability and adherence to coding standards, applicable across all programming languages.",[]
1113,Inappropriate Comment Style,"The source code uses comment styles or formats that are
					inconsistent or do not follow expected standards for the
					product.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Ensure that comments in the codebase adhere to a consistent style guide or coding standard. Use tools like linters or code formatters to enforce comment style consistency.,Language-agnostic,"This CWE pertains to the style and consistency of comments, which is a fundamental aspect of code quality and maintainability. It is not specific to any programming language but rather to general coding standards and practices.",[]
1114,Inappropriate Whitespace Style,"The source code contains whitespace that is inconsistent across
					the code or does not follow expected standards for the
					product.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Establish and adhere to a consistent coding style guide, particularly with respect to whitespace usage, to improve code readability and maintainability.",Language-agnostic,"Inappropriate Whitespace Style is related to code quality issues and adherence to coding standards. It affects readability and maintainability, which are core aspects of language basics.",[]
1115,Source Code Element without Standard Prologue,"The source code contains elements such as source files 
					that do not consistently provide a prologue or header that has been
					standardized for the project.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure that all source code elements, such as files and modules, include a standardized prologue or header as defined by the project's coding standards to improve code quality and maintainability.",Language-agnostic,"The lack of a standardized prologue in source code elements is a code quality issue that affects maintainability and adherence to coding standards, which is why it falls under the 'Language Basics' category.",[]
1116,Inaccurate Comments,"The source code contains comments that do not accurately
					describe or explain aspects of the portion of the code with which the comment is
					associated.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure comments are regularly reviewed and updated to accurately reflect the associated code. Adopt coding standards that emphasize clear, concise, and accurate commenting practices.",Language-agnostic,"Inaccurate comments impact code quality and maintainability, which falls under the broader category of Language Basics as it relates to coding standards and practices applicable across all programming languages.",[]
1117,Callable with Insufficient Behavioral Summary,"The code contains a function or method whose signature and/or associated
					inline documentation does not sufficiently describe the callable's inputs, outputs,
					side effects, assumptions, or return codes.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure that all functions and methods have comprehensive documentation, clearly detailing inputs, outputs, side effects, assumptions, and return codes to improve code maintainability and readability.",Language-agnostic,"The issue of insufficient documentation and descriptions in callable signatures pertains to core code quality and maintainability, which affects all programming languages. It is fundamentally about adhering to coding standards and practices, hence fitting under 'Language Basics'.",[]
1118,Insufficient Documentation of Error Handling Techniques,"The documentation does not sufficiently describe the techniques
					that are used for error handling, exception processing, or similar
					mechanisms.",Error Handling,Exception capturing and handling.,"Ensure that all error handling and exception processing techniques are thoroughly documented. This includes describing how errors are caught, processed, and logged, as well as any fallback or recovery mechanisms.",Language-agnostic,"This CWE is categorized under 'Error Handling' because it deals with the insufficient documentation of techniques used to handle errors and exceptions, which is a critical part of implementing robust error management strategies across any programming language.",['Language Basics']
1119,Excessive Use of Unconditional Branching,"The code uses too many unconditional branches (such as
					""goto"").",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Avoid using unconditional branching like 'goto'. Instead, use structured programming constructs such as loops and conditional statements to improve code readability and maintainability.",Language-agnostic,"Excessive use of unconditional branching affects the basic structure and flow of code, leading to complexity and maintenance challenges, thus falling under language basics.",[]
112,Missing XML Validation,The product accepts XML from an untrusted source but does not validate the XML against the proper schema.,Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Validate XML inputs against a defined schema (such as XSD or DTD) to ensure the XML structure and content are as expected. This helps prevent malicious data from being processed.,Language-agnostic,"Missing XML Validation is fundamentally about ensuring that input data (in this case, XML) is properly checked and verified before being processed. This falls under Input Validation & Sanitization as it involves verifying the structure and content of XML inputs.","['Web Development, API & Web Services', 'Serialization & Deserialization']"
1120,Excessive Code Complexity,"The code is too complex, as calculated using a well-defined,
					quantitative measure.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.","Refactor the code to simplify logic, adhere to coding standards, and improve maintainability. Use design patterns, modularize code, and maintain clear documentation.",Language-agnostic,"Excessive code complexity affects the maintainability and quality of code across all programming languages. It relates to how well the language's basic structures are used, which is part of ensuring code quality and adherence to standards.",[]
1121,Excessive McCabe Cyclomatic Complexity,"The code contains McCabe cyclomatic complexity that exceeds a
	desirable maximum.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Refactor the code to reduce complexity by breaking down large functions into smaller, more manageable pieces and adhering to coding standards that promote simplicity.",Language-agnostic,"Excessive cyclomatic complexity is a code quality issue affecting maintainability and readability, which falls under Language Basics as it pertains to control flow and coding standards applicable across various programming languages.",[]
1122,Excessive Halstead Complexity,"The code is structured in a way that a Halstead complexity
					measure exceeds a desirable maximum.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.","To mitigate excessive Halstead complexity, refactor the code to improve readability and maintainability. Simplify complex expressions, break down large functions into smaller, more manageable ones, and adhere to coding standards and best practices.",Language-agnostic,"Halstead complexity is a measure of the code's complexity and maintainability. It applies to the basic structure and quality of code across different programming languages, making it a core issue of language basics.",[]
1123,Excessive Use of Self-Modifying Code,"The product uses too much self-modifying
					code.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.","Avoid using self-modifying code unless absolutely necessary; prioritize code clarity, maintainability, and adherence to coding standards.",Language-agnostic,"The excessive use of self-modifying code is primarily a concern related to code quality and maintainability. It affects how code is structured and understood, which falls under language basics and core programming principles. Such practices can lead to complex and unmanageable code, violating coding standards.",[]
1124,Excessively Deep Nesting,"The code contains a callable or other code grouping in which
					the nesting / branching is too deep.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.","Refactor code to reduce nesting by using early returns, breaking complex functions into smaller ones, and employing design patterns that promote clarity and simplicity.",Language-agnostic,"Excessively deep nesting affects the readability, maintainability, and understandability of code, which are core attributes of language basics and code quality. It is not specific to any programming language but rather a general code quality issue.",[]
1125,Excessive Attack Surface,"The product has an attack surface whose quantitative
					measurement exceeds a desirable maximum.",Data safety and security,"All sensitive data need to be encrypted in transition and at rest, storage, database, files.","Reduce the attack surface by minimizing the exposure of unnecessary services, endpoints, and functionalities. Regularly review and update access controls and permissions.",Language-agnostic,"An excessive attack surface typically involves exposing unnecessary services, interfaces, or endpoints, which can be exploited to compromise data safety and security. By reducing the attack surface, you minimize the potential entry points for an attacker to access sensitive data or system resources.","['Networking & Communication', 'Web Development, API & Web Services', 'Configuration Errors & Hardcoding']"
1126,Declaration of Variable with Unnecessarily Wide Scope,"The source code declares a variable in one scope, but the
					variable is only used within a narrower scope.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Declare variables in the narrowest scope possible to improve readability, maintainability, and prevent potential misuse or unexpected behavior.",Language-agnostic,"The issue is related to the scope of variable declarations, which is a fundamental aspect of programming language syntax and affects code quality and maintainability across all languages.",[]
1127,Compilation with Insufficient Warnings or Errors,"The code is compiled without sufficient warnings enabled, which
					may prevent the detection of subtle bugs or quality
					issues.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Enable all compiler warnings and treat warnings as errors to ensure code quality and early detection of potential issues.,Language-agnostic,"This CWE is related to the practice of compiling code with insufficient warnings, which impacts code quality and maintainability. It is a fundamental issue that affects the basic quality attributes of the code and is applicable to any programming language where compilers are used.",[]
113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),"The product receives data from an HTTP agent/component (e.g., web server, proxy, browser, etc.), but it does not neutralize or incorrectly neutralizes CR and LF characters before the data is included in outgoing HTTP headers.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.","Ensure that all input data is properly validated and sanitized before being included in HTTP headers. Specifically, encode or remove CR and LF characters from input to prevent header injection and splitting attacks.",Language-agnostic,"This CWE is categorized under Input Validation & Sanitization because the vulnerability arises from not properly sanitizing input that can manipulate HTTP headers, leading to potential security breaches.","['Web Development, API & Web Services', 'Data safety and security']"
114,Process Control,Executing commands or loading libraries from an untrusted source or in an untrusted environment can cause an application to execute malicious commands (and payloads) on behalf of an attacker.,Code Injection,"OS command injection, script injection.",Validate and sanitize all inputs to ensure they do not contain unexpected or malicious commands. Implement the principle of least privilege and avoid executing commands or loading libraries from untrusted sources.,Language-agnostic,"This CWE involves executing commands or loading libraries from untrusted sources, which aligns with the concept of code injection where malicious code is executed through improper handling of input or environment.","['Input Validation & Sanitization', 'Configuration Errors & Hardcoding']"
115,Misinterpretation of Input,"The product misinterprets an input, whether from an attacker or another product, in a security-relevant fashion.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.","Ensure all inputs are properly validated and sanitized to prevent misinterpretation. Implement strict type and length checks, and use whitelisting where possible to validate input data.",Language-agnostic,"This CWE relates to how input is handled and interpreted by the application. Misinterpretation can occur when input is not properly validated or sanitized, leading to potential security vulnerabilities. Input Validation & Sanitization directly addresses these concerns by ensuring inputs are correctly processed, thus preventing misinterpretation.",[]
116,Improper Encoding or Escaping of Output,"The product prepares a structured message for communication with another component, but encoding or escaping of the data is either missing or done incorrectly. As a result, the intended structure of the message is not preserved.",Networking & Communication,"Socket programming, client-server architecture, protocols (TCP/UDP), web sockets.","Ensure all output data is properly encoded or escaped according to the context in which it is used (e.g., HTML, XML, JSON, SQL) to maintain the intended message structure and prevent injection attacks.",Language-agnostic,"This CWE is tagged under 'Networking & Communication' as it primarily deals with the correct encoding or escaping of messages intended for communication between components, which is crucial for maintaining the integrity of message structures in network protocols.","['Web Development, API & Web Services', 'Input Validation & Sanitization']"
1164,Irrelevant Code,"The product contains code that is not essential for execution,
	     i.e. makes no state changes and has no side effects that alter
	     data or control flow, such that removal of the code would have no impact
	     to functionality or correctness.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Regularly review and refactor code to identify and remove irrelevant code, ensuring all code is necessary for the application's functionality and maintainability.",Language-agnostic,The issue of irrelevant code pertains to core aspects of code quality and maintainability. It affects how code is structured and maintained across any programming language.,[]
117,Improper Output Neutralization for Logs,The product does not neutralize or incorrectly neutralizes output that is written to logs.,Logging,"Structured logging, not exposing sensitive info in logs.",Ensure all log outputs are properly neutralized or encoded to prevent injection of malicious content. Avoid logging sensitive information. Use logging libraries that support log sanitization.,Language-agnostic,"The core issue of CWE-117 relates to improper handling of data being logged, which directly falls under the 'Logging' category. The weakness is about ensuring that output to logs is neutralized, especially to prevent security risks like log injection.",['Input Validation & Sanitization']
1173,Improper Use of Validation Framework,"The product does not use, or incorrectly uses, an input validation framework that is provided by the source language or an independent library.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure that the appropriate validation framework provided by the programming language or an independent library is correctly utilized to validate all incoming data. Regularly update and maintain the validation framework to handle new vulnerabilities.,Language-agnostic,"This CWE pertains to the misuse or lack of use of validation frameworks, which are crucial for correctly sanitizing and validating user input to prevent security vulnerabilities. This directly aligns with the 'Input Validation & Sanitization' category.","['Language Basics', 'Code Quality Issues']"
1174,ASP.NET Misconfiguration: Improper Model Validation,"The ASP.NET application does not use, or incorrectly uses, the model validation framework.","Web Development, API & Web Services","Backend frameworks, REST APIs, session management, front-end integration. Building/consuming RESTful APIs, microservices, GraphQL.",Ensure that ASP.NET applications utilize the model validation framework correctly by validating models on both the client and server side. Regularly update and review validation logic to handle all possible input scenarios.,Language-agnostic,"This CWE pertains to the incorrect usage of ASP.NET framework features, specifically related to web development where model validation is a critical component. The problem arises within the context of web services and API development.","['Input Validation & Sanitization', 'Configuration Errors & Hardcoding']"
1176,Inefficient CPU Computation,"The product performs CPU computations using
         algorithms that are not as efficient as they could be for the
         needs of the developer, i.e., the computations can be
         optimized further.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.",Optimize algorithms by reviewing and improving the computational complexity. Use profiling tools to identify bottlenecks and refactor code for efficiency.,Language-agnostic,"Inefficient CPU computations affect the performance and quality of the code. Optimizing these computations aligns with the principles of code quality, complexity, and maintainability, which are core aspects of the 'Language Basics' category.","['Concurrency & Parallelism', 'Memory & Resource Management']"
1177,Use of Prohibited Code,"The product uses a function, library, or third party component
	     that has been explicitly prohibited, whether by the developer or
	     the customer.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure adherence to coding standards and guidelines that explicitly prohibit certain functions or libraries. Regularly review code against these standards, and use automated tools to detect and flag prohibited code usage.",Language-agnostic,"The CWE involves the use of functions, libraries, or components that are explicitly prohibited by standards or guidelines. This relates to the broader category of language basics where adhering to coding standards and practices is crucial.",[]
118,Incorrect Access of Indexable Resource ('Range Error'),"The product does not restrict or incorrectly restricts operations within the boundaries of a resource that is accessed using an index or pointer, such as memory or files.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.","Implement strict boundary checks to ensure indices or pointers do not exceed the resource's bounds. Utilize programming constructs that provide built-in boundary checking, and perform rigorous testing for edge cases.",Language-agnostic,"This CWE involves accessing resources using indices or pointers, which requires careful management of memory and resources to prevent accessing out-of-bound areas. It is crucial to manage resources correctly, particularly in languages that allow direct memory manipulation.","['C Language specific weakness', 'CPP Language specific weakness', 'Language Basics', 'Input Validation & Sanitization']"
1187,DEPRECATED: Use of Uninitialized Resource,This entry has been deprecated because it was a duplicate of CWE-908. All content has been transferred to CWE-908.,Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.","Ensure all resources are properly initialized before use, and validate initialization state where applicable.",Language-agnostic,"The CWE pertains to the use of uninitialized resources, which is fundamentally a resource management issue. Proper management of memory and resources ensures that resources are not accessed before they are properly initialized.",[]
1188,Initialization of a Resource with an Insecure Default,"The product initializes or sets a resource with a default that is intended to be changed by the administrator, but the default is not secure.",Configuration Errors & Hardcoding,"Misconfigured environment, debug mode in production, Hardcoding credentials and secret data.",Ensure that default configurations are secure and prompt administrators to change defaults before production use.,Language-agnostic,"This CWE involves the use of insecure default configurations that are typically intended to be changed by an administrator. It is a result of configuration errors, often involving hardcoded or poorly set defaults, which is why it falls under Configuration Errors & Hardcoding.",[]
1189,Improper Isolation of Shared Resources on System-on-a-Chip (SoC),The System-On-a-Chip (SoC) does not properly isolate shared resources between trusted and untrusted agents.,Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.",Implement strict access controls and proper isolation mechanisms to ensure trusted and untrusted agents do not share resources inappropriately. Utilize hardware security features like TrustZone or similar technologies to enforce isolation.,Language-agnostic,"The CWE pertains to how resources are shared and isolated within a System-on-a-Chip, which involves resource management principles to ensure isolation between different agents. This is not tied to a specific programming language but rather to architectural and hardware-level resource management.","['Concurrency & Parallelism', 'Data safety and security']"
119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"The product performs operations on a memory buffer, but it reads from or writes to a memory location outside the buffer's intended boundary. This may result in read or write operations on unexpected memory locations that could be linked to other variables, data structures, or internal program data.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.","Ensure that all buffer operations, such as reading from and writing to memory, strictly adhere to the buffer's boundaries. Use boundary checks, safe functions, and memory management practices to prevent overflows and underflows.",Language-agnostic,"This CWE involves the management of memory buffers and the incorrect access of memory regions, which aligns with memory management practices including dynamic allocation and pointer arithmetic.","['C Language specific weakness', 'CPP Language specific weakness', 'Input Validation & Sanitization']"
1190,DMA Device Enabled Too Early in Boot Phase,"The product enables a Direct Memory Access (DMA) capable device before the security configuration settings are established, which allows an attacker to extract data from or gain privileges on the product.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.",Ensure that DMA devices are enabled only after all necessary security configurations are applied during the boot phase to prevent unauthorized data access or privilege escalation.,Language-agnostic,"The issue revolves around the timing and management of system resources, specifically the DMA device access, before security settings are enforced. This aligns with managing how and when hardware resources are initialized and accessed.",[]
1191,On-Chip Debug and Test Interface With Improper Access Control,The chip does not implement or does not correctly perform access control to check whether users are authorized to access internal registers and test modes through the physical debug/test interface.,Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Implement strict access control mechanisms to ensure only authorized users can access internal registers and test modes through the debug/test interface. Regularly audit and test access control implementations for vulnerabilities.,Language-agnostic,"This CWE is related to the improper management of access controls, which is a core aspect of authentication and authorization. The vulnerability arises from not properly restricting access to sensitive chip functions, aligning with the concept of ensuring only authorized users can perform specific actions.",[]
1192,Improper Identifier for IP Block used in System-On-Chip (SOC),"The System-on-Chip (SoC) does not have unique, immutable identifiers for each of its components.",Configuration Errors & Hardcoding,"Misconfigured environment, debug mode in production, Hardcoding credentials and secret data.",Ensure that each component within the System-on-Chip has a unique and immutable identifier to prevent confusion and potential security vulnerabilities.,Language-agnostic,"The issue arises from the lack of proper configuration or hardcoding practices within the design and implementation of the SoC components, rather than language-specific code implementations.",[]
1193,Power-On of Untrusted Execution Core Before Enabling Fabric Access Control,The product enables components that contain untrusted firmware before memory and fabric access controls have been enabled.,Data safety and security,"All sensitive data need to be encrypted in transition and at rest, storage, database, files.",Ensure that memory and fabric access controls are enabled before powering on components containing untrusted firmware.,Language-agnostic,"This CWE relates to the order of operations in hardware or firmware environments, specifically ensuring that security controls are in place before enabling components that may contain untrusted elements. This aligns with the principles of data safety and security, as it involves protecting the system from unauthorized access or manipulation.",[]
12,ASP.NET Misconfiguration: Missing Custom Error Page,An ASP .NET application must enable custom error pages in order to prevent attackers from mining information from the framework's built-in responses.,"Web Development, API & Web Services","Backend frameworks, REST APIs, session management, front-end integration. Building/consuming RESTful APIs, microservices, GraphQL.",Ensure that custom error pages are configured in the ASP.NET application to prevent exposure of sensitive information through default error responses.,Language-agnostic,"This CWE involves the misconfiguration of a web framework (ASP.NET), which is directly related to web development practices. It impacts how web applications handle errors and present them to users.","['Configuration Errors & Hardcoding', 'Error Handling']"
120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.",Ensure that buffer sizes are checked before performing any copy operations. Use safer functions like strncpy or implement bounds checking to prevent overflow.,"['C', 'C++']","This CWE involves improper handling of memory buffers, leading to potential overflows. Such issues are directly related to how memory and resources are managed, especially in languages like C and C++ where manual memory management is prevalent.","['C Language specific weakness', 'CPP Language specific weakness']"
1204,Generation of Weak Initialization Vector (IV),"The product uses a cryptographic primitive that uses an Initialization
			Vector (IV), but the product does not generate IVs that are
			sufficiently unpredictable or unique according to the expected
			cryptographic requirements for that primitive.
			",Cryptography,"Encryption/decryption, hashing, key management, SSL/TLS usage.","Ensure that Initialization Vectors (IVs) are generated using a cryptographically secure random number generator, making them unpredictable and unique for each encryption operation.",Language-agnostic,"The CWE deals with the generation of Initialization Vectors (IVs) for cryptographic operations, which is a fundamental aspect of cryptography. Ensuring that IVs are unpredictable and unique is crucial for maintaining the security of encryption processes.",['Data safety and security']
1209,Failure to Disable Reserved Bits,"The reserved bits in a hardware design are not disabled prior to production. Typically, reserved bits are used for future capabilities and should not support any functional logic in the design.   However, designers might covertly use these bits to debug or further develop new capabilities in production hardware. Adversaries with access to these bits will write to them in hopes of compromising hardware state.",Configuration Errors & Hardcoding,"Misconfigured environment, debug mode in production, Hardcoding credentials and secret data.",Ensure that any reserved bits in hardware designs are properly disabled or managed before production to prevent unauthorized access or manipulation.,Language-agnostic,"This weakness relates to improper configuration management and potential misuse of reserved resources, which falls under configuration errors. It involves ensuring that design specifications, particularly those related to hardware, are correctly implemented and managed.",[]
121,Stack-based Buffer Overflow,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function).",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.","Ensure proper bounds checking when writing data to buffers, use safer functions like strncpy instead of strcpy, and leverage modern language features or libraries that prevent buffer overflows.","C, C++","Stack-based buffer overflows are primarily related to improper memory management where data exceeds the allocated buffer size, often occurring in languages like C and C++ that allow direct memory manipulation. This makes them a memory and resource management issue.","['C Language specific weakness', 'CPP Language specific weakness', 'Input Validation & Sanitization']"
122,Heap-based Buffer Overflow,"A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc().",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.","Ensure proper bounds checking and use safe memory handling functions to prevent buffer overflow. Consider using functions like strncpy instead of strcpy, and always validate buffer sizes before use.","C, C++","Heap-based buffer overflows occur due to improper management of memory in the heap, typically caused by unsafe memory allocation and management routines such as malloc() in C and C++. This directly relates to the Memory & Resource Management category.","['C Language specific weakness', 'CPP Language specific weakness']"
1220,Insufficient Granularity of Access Control,"The product implements access controls via a policy or other feature with the intention to disable or restrict accesses (reads and/or writes) to assets in a system from untrusted agents. However, implemented access controls lack required granularity, which renders the control policy too broad because it allows accesses from unauthorized agents to the security-sensitive assets.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Implement Role-Based Access Control (RBAC) with clearly defined roles and permissions to ensure access controls are granular enough to prevent unauthorized access.,Language-agnostic,"The CWE relates to issues in defining and enforcing access control policies, which directly ties to authentication and authorization processes.",[]
